"","oma_id","level","level_name","araID","gene_id","age"
"16648",15194413,12,"malvids","ARATH30447","AT4G33985","MC"
"16649",15194414,9,"Mesangiospermae","ARATH30448","AT4G33990","MC"
"16650",15194416,12,"malvids","ARATH30450","AT4G34000","MC"
"16651",15194420,8,"Magnoliopsida","ARATH30454","AT4G34020","MC"
"16652",15194421,2,"Eukaryota","ARATH30455","AT4G34030","UC"
"16653",15194422,10,"Pentapetalae","ARATH30456","AT4G34040","MC"
"16654",15194424,2,"Eukaryota","ARATH30458","AT4G34050","UC"
"16655",15194429,13,"Brassicaceae","ARATH30463","AT4G34060","MC"
"16656",15194432,2,"Eukaryota","ARATH30466","AT4G34090","UC"
"16657",15194435,5,"Embryophyta","ARATH30469","AT4G34080","MC"
"16658",15194436,2,"Eukaryota","ARATH30470","AT4G34100","UC"
"16659",15194438,2,"Eukaryota","ARATH30472","AT4G34110","UC"
"16660",15194439,5,"Embryophyta","ARATH30473","AT4G34120","MC"
"16661",15194440,9,"Mesangiospermae","ARATH30474","AT4G34131","MC"
"16662",15194441,9,"Mesangiospermae","ARATH30475","AT4G34135","MC"
"16663",15194443,9,"Mesangiospermae","ARATH30477","AT4G34138","MC"
"16664",15194450,8,"Magnoliopsida","ARATH30484","AT4G34140","MC"
"16665",15194455,2,"Eukaryota","ARATH30489","AT4G34150","UC"
"16666",15194456,11,"rosids","ARATH30490","AT4G34160","MC"
"16667",15194457,14,"Arabidopsis","ARATH30491","AT4G34170","MC"
"16668",15194458,2,"Eukaryota","ARATH30492","AT4G34180","UC"
"16669",15194459,10,"Pentapetalae","ARATH30493","AT4G34190","MC"
"16670",15194460,2,"Eukaryota","ARATH30494","AT4G34200","UC"
"16671",15194461,2,"Eukaryota","ARATH30495","AT4G34210","UC"
"16672",15194462,2,"Eukaryota","ARATH30496","AT4G34215","UC"
"16673",15194463,7,"Spermatophyta","ARATH30497","AT4G34220","MC"
"16674",15194465,2,"Eukaryota","ARATH30499","AT4G34230","UC"
"16675",15194467,2,"Eukaryota","ARATH30501","AT4G34240","UC"
"16676",15194470,2,"Eukaryota","ARATH30504","AT4G34250","UC"
"16677",15194471,1,"LUCA","ARATH30505","AT4G34260","UC"
"16678",15194472,8,"Magnoliopsida","ARATH30506","AT4G34265","MC"
"16679",15194475,2,"Eukaryota","ARATH30509","AT4G34270","UC"
"16680",15194476,5,"Embryophyta","ARATH30510","AT4G34280","MC"
"16681",15194477,10,"Pentapetalae","ARATH30511","AT4G34290","MC"
"16682",15194478,13,"Brassicaceae","ARATH30512","AT4G34300","MC"
"16683",15194480,4,"Streptophyta","ARATH30514","AT4G34310","MC"
"16684",15194488,5,"Embryophyta","ARATH30522","AT4G34320","MC"
"16685",15194489,5,"Embryophyta","ARATH30523","AT4G34330","MC"
"16686",15194491,7,"Spermatophyta","ARATH30525","AT4G34340","MC"
"16687",15194493,2,"Eukaryota","ARATH30527","AT4G34350","UC"
"16688",15194494,2,"Eukaryota","ARATH30528","AT4G34360","UC"
"16689",15194496,2,"Eukaryota","ARATH30530","AT4G34370","UC"
"16690",15194498,13,"Brassicaceae","ARATH30532","AT4G34390","MC"
"16691",15194500,13,"Brassicaceae","ARATH30534","AT4G34400","MC"
"16692",15194501,13,"Brassicaceae","ARATH30535","AT4G34410","MC"
"16693",15194502,2,"Eukaryota","ARATH30536","AT4G34412","UC"
"16694",15194504,5,"Embryophyta","ARATH30538","AT4G34420","MC"
"16695",15194505,7,"Spermatophyta","ARATH30539","AT4G34430","MC"
"16696",15194508,2,"Eukaryota","ARATH30542","AT4G34440","UC"
"16697",15194509,2,"Eukaryota","ARATH30543","AT4G34450","UC"
"16698",15194512,2,"Eukaryota","ARATH30546","AT4G34460","UC"
"16699",15194514,2,"Eukaryota","ARATH30548","AT4G34470","UC"
"16700",15194515,7,"Spermatophyta","ARATH30549","AT4G34480","MC"
"16701",15194518,2,"Eukaryota","ARATH30552","AT4G34490","UC"
"16702",15194520,9,"Mesangiospermae","ARATH30554","AT4G34500","MC"
"16703",15194521,2,"Eukaryota","ARATH30555","AT4G34510","UC"
"16704",15194522,2,"Eukaryota","ARATH30556","AT4G34520","UC"
"16705",15194523,13,"Brassicaceae","ARATH30557","AT4G34530","MC"
"16706",15194524,2,"Eukaryota","ARATH30558","AT4G34540","UC"
"16707",15194525,14,"Arabidopsis","ARATH30559","AT4G34550","MC"
"16708",15194526,2,"Eukaryota","ARATH30560","AT4G34555","UC"
"16709",15194527,10,"Pentapetalae","ARATH30561","AT4G34560","MC"
"16710",15194530,2,"Eukaryota","ARATH30564","AT4G34570","UC"
"16711",15194532,12,"malvids","ARATH30566","AT4G34580","MC"
"16712",15194533,7,"Spermatophyta","ARATH30567","AT4G34590","MC"
"16713",15194534,13,"Brassicaceae","ARATH30568","AT4G34600","MC"
"16714",15194536,13,"Brassicaceae","ARATH30570","AT4G34610","MC"
"16715",15194537,2,"Eukaryota","ARATH30571","AT4G34620","UC"
"16716",15194538,13,"Brassicaceae","ARATH30572","AT4G34630","MC"
"16717",15194539,1,"LUCA","ARATH30573","AT4G34640","UC"
"16718",15194541,1,"LUCA","ARATH30575","AT4G34650","UC"
"16719",15194543,5,"Embryophyta","ARATH30577","AT4G34660","MC"
"16720",15194546,1,"LUCA","ARATH30580","AT4G34670","UC"
"16721",15194547,13,"Brassicaceae","ARATH30581","AT4G34680","MC"
"16722",15194548,14,"Arabidopsis","ARATH30582","AT4G34690","MC"
"16723",15194549,2,"Eukaryota","ARATH30583","AT4G34700","UC"
"16724",15194550,1,"LUCA","ARATH30584","AT4G34710","UC"
"16725",15194552,2,"Eukaryota","ARATH30586","AT4G34720","UC"
"16726",15194554,1,"LUCA","ARATH30588","AT4G34740","UC"
"16727",15194555,8,"Magnoliopsida","ARATH30589","AT4G34750","MC"
"16728",15194556,9,"Mesangiospermae","ARATH30590","AT4G34760","MC"
"16729",15194557,10,"Pentapetalae","ARATH30591","AT4G34770","MC"
"16730",15194558,13,"Brassicaceae","ARATH30592","AT4G34780","MC"
"16731",15194559,13,"Brassicaceae","ARATH30593","AT4G34790","MC"
"16732",15194560,10,"Pentapetalae","ARATH30594","AT4G34800","MC"
"16733",15194561,13,"Brassicaceae","ARATH30595","AT4G34810","MC"
"16734",15194562,5,"Embryophyta","ARATH30596","AT4G34830","MC"
"16735",15194563,1,"LUCA","ARATH30597","AT4G34840","UC"
"16736",15194568,2,"Eukaryota","ARATH30602","AT4G34850","UC"
"16737",15194569,1,"LUCA","ARATH30603","AT4G34860","UC"
"16738",15194570,2,"Eukaryota","ARATH30604","AT4G34870","UC"
"16739",15194571,1,"LUCA","ARATH30605","AT4G34880","UC"
"16740",15194574,2,"Eukaryota","ARATH30608","AT4G34890","UC"
"16741",15194578,2,"Eukaryota","ARATH30612","AT4G34910","UC"
"16742",15194579,5,"Embryophyta","ARATH30613","AT4G34920","MC"
"16743",15194580,5,"Embryophyta","ARATH30614","AT4G34930","MC"
"16744",15194581,5,"Embryophyta","ARATH30615","AT4G34940","MC"
"16745",15194582,2,"Eukaryota","ARATH30616","AT4G34950","UC"
"16746",15194583,2,"Eukaryota","ARATH30617","AT4G34960","UC"
"16747",15194585,2,"Eukaryota","ARATH30619","AT4G34970","UC"
"16748",15194586,7,"Spermatophyta","ARATH30620","AT4G34980","MC"
"16749",15194587,13,"Brassicaceae","ARATH30621","AT4G34990","MC"
"16750",15194588,2,"Eukaryota","ARATH30622","AT4G35000","UC"
"16751",15194589,8,"Magnoliopsida","ARATH30623","AT4G35010","MC"
"16752",15194590,2,"Eukaryota","ARATH30624","AT4G35020","UC"
"16753",15194595,6,"Tracheophyta","ARATH30629","AT4G35030","MC"
"16754",15194598,10,"Pentapetalae","ARATH30632","AT4G35040","MC"
"16755",15194599,2,"Eukaryota","ARATH30633","AT4G35050","UC"
"16756",15194600,11,"rosids","ARATH30634","AT4G35060","MC"
"16757",15194601,8,"Magnoliopsida","ARATH30635","AT4G35070","MC"
"16758",15194603,7,"Spermatophyta","ARATH30637","AT4G35080","MC"
"16759",15194607,1,"LUCA","ARATH30641","AT4G35090","UC"
"16760",15194609,2,"Eukaryota","ARATH30643","AT4G35100","UC"
"16761",15194610,11,"rosids","ARATH30644","AT4G35110","MC"
"16762",15194613,13,"Brassicaceae","ARATH30647","AT4G35120","MC"
"16763",15194614,9,"Mesangiospermae","ARATH30648","AT4G35130","MC"
"16764",15194616,2,"Eukaryota","ARATH30650","AT4G35140","UC"
"16765",15194617,2,"Eukaryota","ARATH30651","AT4G35150","UC"
"16766",15194618,2,"Eukaryota","ARATH30652","AT4G35160","UC"
"16767",15194619,13,"Brassicaceae","ARATH30653","AT4G35165","MC"
"16768",15194620,13,"Brassicaceae","ARATH30654","AT4G35170","MC"
"16769",15194622,10,"Pentapetalae","ARATH30656","AT4G35180","MC"
"16770",15194624,1,"LUCA","ARATH30658","AT4G35190","UC"
"16771",15194625,8,"Magnoliopsida","ARATH30659","AT4G35200","MC"
"16772",15194626,8,"Magnoliopsida","ARATH30660","AT4G35210","MC"
"16773",15194627,2,"Eukaryota","ARATH30661","AT4G35220","UC"
"16774",15194628,5,"Embryophyta","ARATH30662","AT4G35230","MC"
"16775",15194629,9,"Mesangiospermae","ARATH30663","AT4G35240","MC"
"16776",15194631,2,"Eukaryota","ARATH30665","AT4G35250","UC"
"16777",15194632,2,"Eukaryota","ARATH30666","AT4G35260","UC"
"16778",15194633,3,"Viridiplantae","ARATH30667","AT4G35270","UC"
"16779",15194634,9,"Mesangiospermae","ARATH30668","AT4G35280","MC"
"16780",15194635,5,"Embryophyta","ARATH30669","AT4G35290","MC"
"16781",15194639,2,"Eukaryota","ARATH30673","AT4G35300","UC"
"16782",15194641,2,"Eukaryota","ARATH30675","AT4G35310","UC"
"16783",15194642,8,"Magnoliopsida","ARATH30676","AT4G35320","MC"
"16784",15194644,2,"Eukaryota","ARATH30678","AT4G35350","UC"
"16785",15194645,1,"LUCA","ARATH30679","AT4G35360","UC"
"16786",15194647,2,"Eukaryota","ARATH30681","AT4G35370","UC"
"16787",15194650,2,"Eukaryota","ARATH30684","AT4G35380","UC"
"16788",15194651,13,"Brassicaceae","ARATH30685","AT4G35390","MC"
"16789",15194652,2,"Eukaryota","ARATH30686","AT4G35410","UC"
"16790",15194654,2,"Eukaryota","ARATH30688","AT4G35420","UC"
"16791",15194655,4,"Streptophyta","ARATH30689","AT4G35440","MC"
"16792",15194661,1,"LUCA","ARATH30695","AT4G35460","UC"
"16793",15194662,5,"Embryophyta","ARATH30696","AT4G35470","MC"
"16794",15194664,10,"Pentapetalae","ARATH30698","AT4G35480","MC"
"16795",15194666,1,"LUCA","ARATH30700","AT4G35490","UC"
"16796",15194667,2,"Eukaryota","ARATH30701","AT4G35500","UC"
"16797",15194669,10,"Pentapetalae","ARATH30703","AT4G35510","MC"
"16798",15194672,5,"Embryophyta","ARATH30706","AT4G35520","MC"
"16799",15194679,8,"Magnoliopsida","ARATH30713","AT4G35530","MC"
"16800",15194680,7,"Spermatophyta","ARATH30714","AT4G35540","MC"
"16801",15194681,10,"Pentapetalae","ARATH30715","AT4G35550","MC"
"16802",15194683,8,"Magnoliopsida","ARATH30717","AT4G35560","MC"
"16803",15194684,6,"Tracheophyta","ARATH30718","AT4G35570","MC"
"16804",15194686,11,"rosids","ARATH30720","AT4G35580","MC"
"16805",15194688,8,"Magnoliopsida","ARATH30722","AT4G35590","MC"
"16806",15194691,9,"Mesangiospermae","ARATH30725","AT4G35600","MC"
"16807",15194692,13,"Brassicaceae","ARATH30726","AT4G35610","MC"
"16808",15194694,5,"Embryophyta","ARATH30728","AT4G35620","MC"
"16809",15194695,1,"LUCA","ARATH30729","AT4G35630","UC"
"16810",15194696,2,"Eukaryota","ARATH30730","AT4G35640","UC"
"16811",15194697,2,"Eukaryota","ARATH30731","AT4G35650","UC"
"16812",15194698,11,"rosids","ARATH30732","AT4G35655","MC"
"16813",15194699,10,"Pentapetalae","ARATH30733","AT4G35660","MC"
"16814",15194700,10,"Pentapetalae","ARATH30734","AT4G35670","MC"
"16815",15194702,10,"Pentapetalae","ARATH30736","AT4G35680","MC"
"16816",15194704,10,"Pentapetalae","ARATH30738","AT4G35690","MC"
"16817",15194705,13,"Brassicaceae","ARATH30739","AT4G35700","MC"
"16818",15194706,10,"Pentapetalae","ARATH30740","AT4G35710","MC"
"16819",15194707,10,"Pentapetalae","ARATH30741","AT4G35720","MC"
"16820",15194709,10,"Pentapetalae","ARATH30743","AT4G35730","MC"
"16821",15194710,10,"Pentapetalae","ARATH30744","AT4G35733","MC"
"16822",15194711,4,"Streptophyta","ARATH30745","AT4G35740","MC"
"16823",15194713,3,"Viridiplantae","ARATH30747","AT4G35750","UC"
"16824",15194715,1,"LUCA","ARATH30749","AT4G35760","UC"
"16825",15194716,11,"rosids","ARATH30750","AT4G35770","MC"
"16826",15194721,3,"Viridiplantae","ARATH30755","AT4G35780","UC"
"16827",15194722,8,"Magnoliopsida","ARATH30756","AT4G35783","MC"
"16828",15194728,2,"Eukaryota","ARATH30762","AT4G35790","UC"
"16829",15194731,2,"Eukaryota","ARATH30765","AT4G35800","UC"
"16830",15194732,2,"Eukaryota","ARATH30766","AT4G35810","UC"
"16831",15194733,9,"Mesangiospermae","ARATH30767","AT4G35820","MC"
"16832",15194735,1,"LUCA","ARATH30769","AT4G35830","UC"
"16833",15194736,3,"Viridiplantae","ARATH30770","AT4G35840","UC"
"16834",15194738,4,"Streptophyta","ARATH30772","AT4G35850","MC"
"16835",15194740,2,"Eukaryota","ARATH30774","AT4G35860","UC"
"16836",15194741,6,"Tracheophyta","ARATH30775","AT4G35870","MC"
"16837",15194743,5,"Embryophyta","ARATH30777","AT4G35880","MC"
"16838",15194744,8,"Magnoliopsida","ARATH30778","AT4G35890","MC"
"16839",15194746,10,"Pentapetalae","ARATH30780","AT4G35900","MC"
"16840",15194748,10,"Pentapetalae","ARATH30782","AT4G35905","MC"
"16841",15194749,2,"Eukaryota","ARATH30783","AT4G35910","UC"
"16842",15194750,5,"Embryophyta","ARATH30784","AT4G35920","MC"
"16843",15194752,7,"Spermatophyta","ARATH30786","AT4G35930","MC"
"16844",15194754,12,"malvids","ARATH30788","AT4G35940","MC"
"16845",15194762,2,"Eukaryota","ARATH30796","AT4G35950","UC"
"16846",15194763,2,"Eukaryota","ARATH30797","AT4G35970","UC"
"16847",15194768,5,"Embryophyta","ARATH30802","AT4G35985","MC"
"16848",15194769,5,"Embryophyta","ARATH30803","AT4G35987","MC"
"16849",15194771,1,"LUCA","ARATH30805","AT4G36010","UC"
"16850",15194773,10,"Pentapetalae","ARATH30807","AT4G36020","MC"
"16851",15194774,5,"Embryophyta","ARATH30808","AT4G36030","MC"
"16852",15194775,6,"Tracheophyta","ARATH30809","AT4G36040","MC"
"16853",15194778,2,"Eukaryota","ARATH30812","AT4G36050","UC"
"16854",15194781,13,"Brassicaceae","ARATH30815","AT4G36060","MC"
"16855",15194785,2,"Eukaryota","ARATH30819","AT4G36070","UC"
"16856",15194787,2,"Eukaryota","ARATH30821","AT4G36080","UC"
"16857",15194792,10,"Pentapetalae","ARATH30826","AT4G36090","MC"
"16858",15194797,9,"Mesangiospermae","ARATH30831","AT4G36110","MC"
"16859",15194798,11,"rosids","ARATH30832","AT4G36120","MC"
"16860",15194799,1,"LUCA","ARATH30833","AT4G36130","UC"
"16861",15194802,7,"Spermatophyta","ARATH30836","AT4G36150","MC"
"16862",15194803,10,"Pentapetalae","ARATH30837","AT4G36160","MC"
"16863",15194806,5,"Embryophyta","ARATH30840","AT4G36180","MC"
"16864",15194808,2,"Eukaryota","ARATH30842","AT4G36195","UC"
"16865",15194812,4,"Streptophyta","ARATH30846","AT4G36210","MC"
"16866",15194813,2,"Eukaryota","ARATH30847","AT4G36220","UC"
"16867",15194814,14,"Arabidopsis","ARATH30848","AT4G36230","MC"
"16868",15194815,10,"Pentapetalae","ARATH30849","AT4G36240","MC"
"16869",15194816,2,"Eukaryota","ARATH30850","AT4G36250","UC"
"16870",15194817,13,"Brassicaceae","ARATH30851","AT4G36260","MC"
"16871",15194818,6,"Tracheophyta","ARATH30852","AT4G36270","MC"
"16872",15194819,6,"Tracheophyta","ARATH30853","AT4G36280","MC"
"16873",15194820,6,"Tracheophyta","ARATH30854","AT4G36290","MC"
"16874",15194821,2,"Eukaryota","ARATH30855","AT4G36350","UC"
"16875",15194822,2,"Eukaryota","ARATH30856","AT4G36360","UC"
"16876",15194825,2,"Eukaryota","ARATH30859","AT4G36380","UC"
"16877",15194827,2,"Eukaryota","ARATH30861","AT4G36390","UC"
"16878",15194828,2,"Eukaryota","ARATH30862","AT4G36400","UC"
"16879",15194829,2,"Eukaryota","ARATH30863","AT4G36410","UC"
"16880",15194830,5,"Embryophyta","ARATH30864","AT4G36420","MC"
"16881",15194832,5,"Embryophyta","ARATH30866","AT4G36440","MC"
"16882",15194833,2,"Eukaryota","ARATH30867","AT4G36450","UC"
"16883",15194835,8,"Magnoliopsida","ARATH30869","AT4G36470","MC"
"16884",15194836,2,"Eukaryota","ARATH30870","AT4G36480","UC"
"16885",15194838,9,"Mesangiospermae","ARATH30872","AT4G36490","MC"
"16886",15194839,13,"Brassicaceae","ARATH30873","AT4G36500","MC"
"16887",15194842,10,"Pentapetalae","ARATH30876","AT4G36520","MC"
"16888",15194844,2,"Eukaryota","ARATH30878","AT4G36530","UC"
"16889",15194845,13,"Brassicaceae","ARATH30879","AT4G36540","MC"
"16890",15194847,8,"Magnoliopsida","ARATH30881","AT4G36550","MC"
"16891",15194849,7,"Spermatophyta","ARATH30883","AT4G36570","MC"
"16892",15194850,2,"Eukaryota","ARATH30884","AT4G36580","UC"
"16893",15194851,13,"Brassicaceae","ARATH30885","AT4G36590","MC"
"16894",15194853,11,"rosids","ARATH30887","AT4G36600","MC"
"16895",15194854,7,"Spermatophyta","ARATH30888","AT4G36610","MC"
"16896",15194855,10,"Pentapetalae","ARATH30889","AT4G36620","MC"
"16897",15194856,2,"Eukaryota","ARATH30890","AT4G36630","UC"
"16898",15194858,2,"Eukaryota","ARATH30892","AT4G36640","UC"
"16899",15194860,6,"Tracheophyta","ARATH30894","AT4G36650","MC"
"16900",15194862,7,"Spermatophyta","ARATH30896","AT4G36660","MC"
"16901",15194863,2,"Eukaryota","ARATH30897","AT4G36670","UC"
"16902",15194864,8,"Magnoliopsida","ARATH30898","AT4G36680","MC"
"16903",15194867,2,"Eukaryota","ARATH30901","AT4G36690","UC"
"16904",15194869,7,"Spermatophyta","ARATH30903","AT4G36700","MC"
"16905",15194870,8,"Magnoliopsida","ARATH30904","AT4G36710","MC"
"16906",15194871,3,"Viridiplantae","ARATH30905","AT4G36720","UC"
"16907",15194873,8,"Magnoliopsida","ARATH30907","AT4G36730","MC"
"16908",15194874,10,"Pentapetalae","ARATH30908","AT4G36740","MC"
"16909",15194876,1,"LUCA","ARATH30910","AT4G36750","UC"
"16910",15194877,1,"LUCA","ARATH30911","AT4G36760","UC"
"16911",15194880,11,"rosids","ARATH30914","AT4G36770","MC"
"16912",15194881,9,"Mesangiospermae","ARATH30915","AT4G36780","MC"
"16913",15194882,2,"Eukaryota","ARATH30916","AT4G36790","UC"
"16914",15194885,2,"Eukaryota","ARATH30919","AT4G36800","UC"
"16915",15194886,2,"Eukaryota","ARATH30920","AT4G36810","UC"
"16916",15194887,8,"Magnoliopsida","ARATH30921","AT4G36820","MC"
"16917",15194889,7,"Spermatophyta","ARATH30923","AT4G36830","MC"
"16918",15194891,14,"Arabidopsis","ARATH30925","AT4G36840","MC"
"16919",15194892,2,"Eukaryota","ARATH30926","AT4G36850","UC"
"16920",15194896,2,"Eukaryota","ARATH30930","AT4G36860","UC"
"16921",15194900,11,"rosids","ARATH30934","AT4G36870","MC"
"16922",15194901,9,"Mesangiospermae","ARATH30935","AT4G36880","MC"
"16923",15194902,5,"Embryophyta","ARATH30936","AT4G36890","MC"
"16924",15194903,12,"malvids","ARATH30937","AT4G36900","MC"
"16925",15194904,5,"Embryophyta","ARATH30938","AT4G36910","MC"
"16926",15194905,11,"rosids","ARATH30939","AT4G36920","MC"
"16927",15194908,13,"Brassicaceae","ARATH30942","AT4G36930","MC"
"16928",15194909,1,"LUCA","ARATH30943","AT4G36940","UC"
"16929",15194912,3,"Viridiplantae","ARATH30946","AT4G36960","UC"
"16930",15194913,10,"Pentapetalae","ARATH30947","AT4G36970","MC"
"16931",15194916,3,"Viridiplantae","ARATH30950","AT4G36980","UC"
"16932",15194918,8,"Magnoliopsida","ARATH30952","AT4G36990","MC"
"16933",15194919,5,"Embryophyta","ARATH30953","AT4G37000","MC"
"16934",15194921,2,"Eukaryota","ARATH30955","AT4G37010","UC"
"16935",15194922,3,"Viridiplantae","ARATH30956","AT4G37020","UC"
"16936",15194925,5,"Embryophyta","ARATH30959","AT4G37030","MC"
"16937",15194926,2,"Eukaryota","ARATH30960","AT4G37040","UC"
"16938",15194927,5,"Embryophyta","ARATH30961","AT4G37050","MC"
"16939",15194928,5,"Embryophyta","ARATH30962","AT4G37060","MC"
"16940",15194931,5,"Embryophyta","ARATH30965","AT4G37070","MC"
"16941",15194933,5,"Embryophyta","ARATH30967","AT4G37080","MC"
"16942",15194936,9,"Mesangiospermae","ARATH30970","AT4G37090","MC"
"16943",15194939,9,"Mesangiospermae","ARATH30973","AT4G37100","MC"
"16944",15194940,8,"Magnoliopsida","ARATH30974","AT4G37110","MC"
"16945",15194943,2,"Eukaryota","ARATH30977","AT4G37120","UC"
"16946",15194944,4,"Streptophyta","ARATH30978","AT4G37130","MC"
"16947",15194947,12,"malvids","ARATH30981","AT4G37150","MC"
"16948",15194948,10,"Pentapetalae","ARATH30982","AT4G37160","MC"
"16949",15194950,7,"Spermatophyta","ARATH30984","AT4G37170","MC"
"16950",15194951,11,"rosids","ARATH30985","AT4G37180","MC"
"16951",15194954,2,"Eukaryota","ARATH30988","AT4G37190","UC"
"16952",15194956,4,"Streptophyta","ARATH30990","AT4G37200","MC"
"16953",15194957,2,"Eukaryota","ARATH30991","AT4G37210","UC"
"16954",15194959,4,"Streptophyta","ARATH30993","AT4G37220","MC"
"16955",15194961,8,"Magnoliopsida","ARATH30995","AT4G37235","MC"
"16956",15194962,10,"Pentapetalae","ARATH30996","AT4G37240","MC"
"16957",15194963,7,"Spermatophyta","ARATH30997","AT4G37250","MC"
"16958",15194965,2,"Eukaryota","ARATH30999","AT4G37270","UC"
"16959",15194966,2,"Eukaryota","ARATH31000","AT4G37280","UC"
"16960",15194967,13,"Brassicaceae","ARATH31001","AT4G37290","MC"
"16961",15194968,13,"Brassicaceae","ARATH31002","AT4G37295","MC"
"16962",15194969,5,"Embryophyta","ARATH31003","AT4G37300","MC"
"16963",15194970,2,"Eukaryota","ARATH31004","AT4G37310","UC"
"16964",15194971,2,"Eukaryota","ARATH31005","AT4G37320","UC"
"16965",15194972,2,"Eukaryota","ARATH31006","AT4G37330","UC"
"16966",15194973,2,"Eukaryota","ARATH31007","AT4G37340","UC"
"16967",15194975,2,"Eukaryota","ARATH31009","AT4G37370","UC"
"16968",15194976,9,"Mesangiospermae","ARATH31010","AT4G37380","MC"
"16969",15194977,1,"LUCA","ARATH31011","AT4G37390","UC"
"16970",15194978,2,"Eukaryota","ARATH31012","AT4G37400","UC"
"16971",15194983,2,"Eukaryota","ARATH31017","AT4G37410","UC"
"16972",15194984,6,"Tracheophyta","ARATH31018","AT4G37420","MC"
"16973",15194985,2,"Eukaryota","ARATH31019","AT4G37430","UC"
"16974",15194987,13,"Brassicaceae","ARATH31021","AT4G37440","MC"
"16975",15194991,10,"Pentapetalae","ARATH31025","AT4G37445","MC"
"16976",15194993,8,"Magnoliopsida","ARATH31027","AT4G37450","MC"
"16977",15194994,2,"Eukaryota","ARATH31028","AT4G37460","UC"
"16978",15194996,4,"Streptophyta","ARATH31030","AT4G37470","MC"
"16979",15194997,3,"Viridiplantae","ARATH31031","AT4G37480","UC"
"16980",15194999,7,"Spermatophyta","ARATH31033","AT4G37490","MC"
"16981",15195001,5,"Embryophyta","ARATH31035","AT4G37510","MC"
"16982",15195002,5,"Embryophyta","ARATH31036","AT4G37520","MC"
"16983",15195006,13,"Brassicaceae","ARATH31040","AT4G37540","MC"
"16984",15195008,1,"LUCA","ARATH31042","AT4G37550","UC"
"16985",15195015,5,"Embryophyta","ARATH31049","AT4G37580","MC"
"16986",15195018,12,"malvids","ARATH31052","AT4G37608","MC"
"16987",15195019,8,"Magnoliopsida","ARATH31053","AT4G37610","MC"
"16988",15195021,10,"Pentapetalae","ARATH31055","AT4G37630","MC"
"16989",15195023,2,"Eukaryota","ARATH31057","AT4G37640","UC"
"16990",15195024,5,"Embryophyta","ARATH31058","AT4G37650","MC"
"16991",15195025,7,"Spermatophyta","ARATH31059","AT4G37660","MC"
"16992",15195026,1,"LUCA","ARATH31060","AT4G37670","UC"
"16993",15195028,2,"Eukaryota","ARATH31062","AT4G37680","UC"
"16994",15195032,7,"Spermatophyta","ARATH31066","AT4G37690","MC"
"16995",15195033,13,"Brassicaceae","ARATH31067","AT4G37700","MC"
"16996",15195034,13,"Brassicaceae","ARATH31068","AT4G37710","MC"
"16997",15195035,13,"Brassicaceae","ARATH31069","AT4G37720","MC"
"16998",15195036,13,"Brassicaceae","ARATH31070","AT4G37730","MC"
"16999",15195037,8,"Magnoliopsida","ARATH31071","AT4G37740","MC"
"17000",15195038,11,"rosids","ARATH31072","AT4G37750","MC"
"17001",15195039,2,"Eukaryota","ARATH31073","AT4G37760","UC"
"17002",15195040,2,"Eukaryota","ARATH31074","AT4G37770","UC"
"17003",15195041,13,"Brassicaceae","ARATH31075","AT4G37780","MC"
"17004",15195042,10,"Pentapetalae","ARATH31076","AT4G37790","MC"
"17005",15195043,7,"Spermatophyta","ARATH31077","AT4G37800","MC"
"17006",15195044,9,"Mesangiospermae","ARATH31078","AT4G37810","MC"
"17007",15195046,5,"Embryophyta","ARATH31080","AT4G37830","MC"
"17008",15195049,1,"LUCA","ARATH31083","AT4G37840","UC"
"17009",15195051,5,"Embryophyta","ARATH31085","AT4G37860","MC"
"17010",15195053,1,"LUCA","ARATH31087","AT4G37870","UC"
"17011",15195054,2,"Eukaryota","ARATH31088","AT4G37880","UC"
"17012",15195057,7,"Spermatophyta","ARATH31091","AT4G37900","MC"
"17013",15195058,1,"LUCA","ARATH31092","AT4G37910","UC"
"17014",15195059,2,"Eukaryota","ARATH31093","AT4G37920","UC"
"17015",15195061,1,"LUCA","ARATH31095","AT4G37930","UC"
"17016",15195062,11,"rosids","ARATH31096","AT4G37940","MC"
"17017",15195066,1,"LUCA","ARATH31100","AT4G37950","UC"
"17018",15195067,2,"Eukaryota","ARATH31101","AT4G37970","UC"
"17019",15195071,2,"Eukaryota","ARATH31105","AT4G37980","UC"
"17020",15195073,2,"Eukaryota","ARATH31107","AT4G37990","UC"
"17021",15195074,13,"Brassicaceae","ARATH31108","AT4G38000","MC"
"17022",15195076,9,"Mesangiospermae","ARATH31110","AT4G38010","MC"
"17023",15195077,3,"Viridiplantae","ARATH31111","AT4G38020","UC"
"17024",15195078,1,"LUCA","ARATH31112","AT4G38030","UC"
"17025",15195079,2,"Eukaryota","ARATH31113","AT4G38040","UC"
"17026",15195081,2,"Eukaryota","ARATH31115","AT4G38050","UC"
"17027",15195082,13,"Brassicaceae","ARATH31116","AT4G38060","MC"
"17028",15195085,14,"Arabidopsis","ARATH31119","AT4G38065","MC"
"17029",15195086,11,"rosids","ARATH31120","AT4G38070","MC"
"17030",15195087,8,"Magnoliopsida","ARATH31121","AT4G38080","MC"
"17031",15195088,3,"Viridiplantae","ARATH31122","AT4G38090","UC"
"17032",15195094,8,"Magnoliopsida","ARATH31128","AT4G38100","MC"
