"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID"
"12722","AT4G29530","253673_at",0.942047,0.868,-0.172,-7.241497,-0.0083,"AT4G29530","pyridoxal phosphate phosphatase-related protein","GO:0009229; GO:0016311; GO:0005634; GO:0009507; GO:0016791; GO:0042131",NA,15193659,2,"Eukaryota","ARATH29693"
"12723","AT4G29540","253674_at",0.56533,0.327,1.05,-6.670951,0.0508,"AT4G29540","probable acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase","GO:2001289; GO:0005737; GO:0005739; GO:0009507; GO:0008780",NA,15193664,2,"Eukaryota","ARATH29698"
"12724","AT4G29560","253675_at",0.894841,0.777,0.295,-7.208997,0.0137,"AT4G29560","hypothetical protein","GO:0036297; GO:0043240; GO:0003674",NA,15193668,5,"Embryophyta","ARATH29702"
"12725","AT4G29570","253676_at",0.706806,0.489,-0.732,-6.964598,-0.0404,"AT4G29570","cytidine/deoxycytidylate deaminase-like protein","GO:0009972; GO:0005829; GO:0004126; GO:0008270",NA,15193669,1,"LUCA","ARATH29703"
"12726","AT4G29580","253677_at",0.997165,0.992,0.0108,-7.258363,0.00036,"AT4G29580","Cytidine/deoxycytidylate deaminase family protein","GO:0009972; GO:0005634; GO:0005829; GO:0004126; GO:0008270",NA,15193671,1,"LUCA","ARATH29705"
"12727","AT4G29590","253688_at",0.728559,0.52,-0.679,-7.004295,-0.0667,"AT4G29590","methyltransferase","GO:0009507",NA,15193672,2,"Eukaryota","ARATH29706"
"12728","AT4G29600","253678_at",0.946297,0.876,-0.162,-7.243479,-0.00605,"AT4G29600","cytidine/deoxycytidylate deaminase family protein","GO:0009972; GO:0005634; GO:0005829; GO:0004126; GO:0008270",NA,15193673,1,"LUCA","ARATH29707"
"12729","AT4G29620","253680_at",0.572719,0.335,-1.04,-6.688681,-0.0392,"AT4G29620","cytidine deaminase","GO:0009972; GO:0005829; GO:0009507; GO:0004126; GO:0008270",NA,15193675,1,"LUCA","ARATH29709"
"12730","AT4G29640","253682_at",0.667182,0.44,-0.82,-6.892905,-0.033,"AT4G29640","cytidine/deoxycytidylate deaminase family protein","GO:0009972; GO:0005829; GO:0009507; GO:0004126; GO:0008270",NA,15193677,1,"LUCA","ARATH29711"
"12731","AT4G29650","253683_at",0.970498,0.934,0.086,-7.254211,0.00437,"AT4G29650","cytidine deaminase 4","GO:0009972; GO:0005829; GO:0004126; GO:0008270",NA,15193678,1,"LUCA","ARATH29712"
"12732","AT4G29670","253693_at",0.101644,0.0263,-2.82,-4.251469,-0.136,"ACHT2","thioredoxin-like 2-2","GO:0045454; GO:0055114; GO:0009507; GO:0016671",NA,15193683,13,"Brassicaceae","ARATH29717"
"12733","AT4G29680","253698_at",0.055718,0.0112,3.44,-3.348834,0.281,"AT4G29680","alkaline-phosphatase-like protein","GO:0005634; GO:0005773; GO:0016020; GO:0035529; GO:0047429",NA,15193685,2,"Eukaryota","ARATH29719"
"12734","AT4G29690","253684_at",0.197774,0.0664,2.18,-5.201062,0.0798,"AT4G29690","alkaline-phosphatase-like protein","GO:0005773; GO:0035529; GO:0047429",NA,15193686,2,"Eukaryota","ARATH29720"
"12735","AT4G29700","253697_at",0.005721,0.000374,6.49,0.336301,0.57,"AT4G29700","alkaline-phosphatase-like protein","GO:0005576; GO:0005773; GO:0035529; GO:0047429",NA,15193687,2,"Eukaryota","ARATH29721"
"12736","AT4G29720","253692_at",0.039216,0.00674,-3.83,-2.806381,-0.211,"PAO5","polyamine oxidase 5","GO:0046208; GO:0048510; GO:0055114; GO:0005737; GO:0005739; GO:0016491; GO:0046592; GO:1990534",NA,15193689,2,"Eukaryota","ARATH29723"
"12737","AT4G29735","253694_at",0.006223,0.00043,6.34,0.185319,0.436,"AT4G29735","hypothetical protein","GO:0006487; GO:0009507; GO:0034998; GO:0003674",NA,15193692,2,"Eukaryota","ARATH29726"
"12738","AT4G29740","253696_at",0.404979,0.19,-1.46,-6.205056,-0.0538,"CKX4","cytokinin dehydrogenase 4","GO:0009823; GO:0055114; GO:0005576; GO:0008131; GO:0019139; GO:0071949","00908",15193694,9,"Mesangiospermae","ARATH29728"
"12739","AT4G29750","253686_at",0.947276,0.879,-0.159,-7.244118,-0.00595,"AT4G29750","CRS1 / YhbY (CRM) domain-containing protein","GO:0009507",NA,15193697,10,"Pentapetalae","ARATH29731"
"12740","AT4G29770","253689_at",0.870473,0.734,-0.354,-7.187643,-0.0132,"AT4G29770","target of trans acting-siR480/255.","GO:0009408; GO:0005634; GO:0005737; GO:0005515",NA,15193701,13,"Brassicaceae","ARATH29735"
"12741","AT4G29790","253649_at",0.225975,0.0801,-2.05,-5.387849,-0.0978,"AT4G29790","hypothetical protein","GO:0005634; GO:0003674",NA,15193703,5,"Embryophyta","ARATH29737"
"12742","AT4G29800","253699_at",0.046633,0.00867,-3.64,-3.076132,-0.25,"PLP8","PATATIN-like protein 8","GO:0005575",NA,15193705,4,"Streptophyta","ARATH29739"
"12743","AT4G29810","253646_at",0.227866,0.0811,2.05,-5.399952,0.153,"MKK2","mitogen-activated protein kinase kinase 2","GO:0000165; GO:0000187; GO:0006468; GO:0007346; GO:0009409; GO:0009631; GO:0009651; GO:0009814; GO:0010051; GO:0023014; GO:0031098; GO:0032147; GO:0060918; GO:0005737; GO:0005886; GO:0004674; GO:0004708; GO:0005515","04626; 04650",15193706,2,"Eukaryota","ARATH29740"
"12744","AT4G29820","253672_at",0.387072,0.177,-1.51,-6.14164,-0.163,"CFIM-25","CFIM-25-like protein","GO:0006378; GO:0006397; GO:0005634; GO:0005849; GO:0003729; GO:0005515; GO:0016787; GO:0017091",NA,15193709,2,"Eukaryota","ARATH29743"
"12745","AT4G29830","253645_at",0.070122,0.0156,3.2,-3.700598,0.185,"VIP3","SKI8 like WD40 repeat-containing protein","GO:0009910; GO:0010452; GO:0016441; GO:0051568; GO:1904278; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016593; GO:0080008; GO:0005515","03018",15193710,2,"Eukaryota","ARATH29744"
"12746","AT4G29840","253700_at",0.004072,0.000215,7.11,0.935686,0.263,"MTO2","threonine synthase","GO:0009088; GO:0005737; GO:0005829; GO:0005886; GO:0009507; GO:0009570; GO:0004795; GO:0030170","00260; 00750; 01100",15193711,2,"Eukaryota","ARATH29745"
"12747","AT4G29870","253644_at",0.38732,0.177,1.51,-6.142329,0.091,"AT4G29870","Oligosaccharyltransferase complex/magnesium transporter family protein","GO:0006486; GO:0005886; GO:0008250",NA,15193714,2,"Eukaryota","ARATH29748"
"12748","AT4G29890","253701_at",0.187338,0.0616,-2.23,-5.126507,-0.166,"AT4G29890","putative choline monooxygenase","GO:0019285; GO:0009507; GO:0005506; GO:0019133",NA,15193716,1,"LUCA","ARATH29750"
"12749","AT4G29900","253702_at",0.1562,0.0481,-2.4,-4.875353,-0.237,"ACA10","calcium-transporting ATPase 10","GO:0048281; GO:0048367; GO:0070588; GO:0005634; GO:0005886; GO:0009506; GO:0043231; GO:0005388; GO:0019829",NA,15193717,2,"Eukaryota","ARATH29751"
"12750","AT4G29910","253703_at",0.613668,0.381,0.937,-6.78709,0.0382,"ORC5","origin recognition complex protein 5","GO:0006260; GO:0006270; GO:0000808; GO:0005634; GO:0005664; GO:0003688; GO:0005515",NA,15193719,2,"Eukaryota","ARATH29753"
"12751","AT4G29940","253648_at",0.684498,0.462,0.779,-6.926594,0.0595,"PRHA","Pathogenesis-related homeodomain protein","GO:0006325; GO:0006355; GO:0009733; GO:0045893; GO:0005634; GO:0003677; GO:0003682; GO:0003700; GO:0005515; GO:0043565",NA,15193730,13,"Brassicaceae","ARATH29764"
"12752","AT4G29950","253647_at",0.054867,0.0109,-3.46,-3.321861,-0.232,"AT4G29950","RabGAP/TBC domain-containing protein","GO:0006886; GO:0090630; GO:0005737; GO:0005096; GO:0017137",NA,15193731,8,"Magnoliopsida","ARATH29765"
"12753","AT4G29960","253642_at",0.281077,0.11,1.84,-5.697999,0.119,"AT4G29960","hypothetical protein","GO:0036503; GO:0005634; GO:0005783; GO:0005886; GO:0005515",NA,15193734,6,"Tracheophyta","ARATH29768"
"12754","AT4G29980","253641_at",0.45503,0.228,-1.32,-6.367797,-0.0596,"AT4G29980","hypothetical protein","GO:0008150; GO:0005576; GO:0003674",NA,15193736,13,"Brassicaceae","ARATH29770"
"12755","AT4G30000","253669_at",0.3049,0.124,1.75,-5.811661,0.0775,"AT4G30000","Dihydropterin pyrophosphokinase / Dihydropteroate synthase","GO:0046654; GO:0005739; GO:0005886; GO:0003848; GO:0004156","00790; 01100",15193739,2,"Eukaryota","ARATH29773"
"12756","AT4G30010","253670_at",0.00289,0.000122,7.8,1.555758,0.436,"AT4G30010","hypothetical protein","GO:0008150; GO:0005739; GO:0005753; GO:0005886; GO:0009536",NA,15193741,6,"Tracheophyta","ARATH29775"
"12757","AT4G30020","253650_at",0.001609,4.26e-05,9.21,2.680962,0.886,"AT4G30020","PA-domain containing subtilase family protein","GO:0005576; GO:0004252",NA,15193742,5,"Embryophyta","ARATH29776"
"12758","AT4G30030","253651_at",0.921616,0.825,-0.229,-7.22859,-0.00845,"AT4G30030","aspartyl protease family protein","GO:0006508; GO:0030163; GO:0005576; GO:0004190",NA,15193743,10,"Pentapetalae","ARATH29777"
"12759","AT4G30040","253652_at",0.856238,0.709,-0.389,-7.173136,-0.0136,"AT4G30040","aspartyl protease family protein","GO:0006508; GO:0030163; GO:0005576; GO:0004190",NA,15193744,10,"Pentapetalae","ARATH29778"
"12760","AT4G30050","253653_at",0.932312,0.849,-0.197,-7.236278,-0.00942,"AT4G30050","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15193745,13,"Brassicaceae","ARATH29779"
"12761","AT4G30060","253654_at",0.567853,0.33,1.05,-6.67743,0.0767,"AT4G30060","core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein","GO:0005739; GO:0016757",NA,15193746,5,"Embryophyta","ARATH29780"
"12762","AT4G30070","253655_at",0.504228,0.27,1.2,-6.513413,0.0587,"LCR59","low-molecular-weight cysteine-rich 59","GO:0006952; GO:0005576",NA,15193749,12,"malvids","ARATH29783"
"12763","AT4G30080","253662_at",0.015814,0.00179,-4.94,-1.370705,-0.219,"ARF16","auxin response factor 16","GO:0006355; GO:0007389; GO:0009733; GO:0048829; GO:0051301; GO:0005634; GO:0003700; GO:0005515; GO:0035198",NA,15193751,6,"Tracheophyta","ARATH29785"
"12764","AT4G30090","253656_at",0.1708,0.0542,2.32,-4.997095,0.122,"emb1353","hypothetical protein","GO:0009793; GO:0005783; GO:0003674",NA,15193752,13,"Brassicaceae","ARATH29786"
"12765","AT4G30110","253657_at",0.031439,0.00493,-4.08,-2.46879,-0.438,"HMA2","cadmium/zinc-transporting ATPase HMA2","GO:0055069; GO:0005886; GO:0005385; GO:0015086; GO:0015434; GO:0016463",NA,15193755,2,"Eukaryota","ARATH29789"
"12766","AT4G30120","253658_at",0.951109,0.887,-0.147,-7.2461,-0.00671,"HMA3","putative inactive cadmium/zinc-transporting ATPase HMA3","GO:0071585; GO:0005774; GO:0005886; GO:0005385; GO:0015086; GO:0015662",NA,15193757,2,"Eukaryota","ARATH29791"
"12767","AT4G30130","253661_at",0.625241,0.394,-0.91,-6.812984,-0.0332,"AT4G30130","hypothetical protein","GO:0005634; GO:0003674",NA,15193758,8,"Magnoliopsida","ARATH29792"
"12768","AT4G30140","253660_at",0.958585,0.905,-0.124,-7.249669,-0.00444,"CDEF1","GDSL esterase/lipase","GO:0005576; GO:0005615; GO:0005886; GO:0090406; GO:0050525",NA,15193760,10,"Pentapetalae","ARATH29794"
"12769","AT4G30150","253659_at",0.044771,0.00816,3.68,-3.011311,0.187,"AT4G30150","hypothetical protein","GO:0042254; GO:0005730",NA,15193761,5,"Embryophyta","ARATH29795"
"12770","AT4G30160","253663_at",0.122151,0.034,2.64,-4.520457,0.274,"VLN4","villin 4","GO:0007015; GO:0008154; GO:0009737; GO:0030042; GO:0048767; GO:0051014; GO:0051764; GO:0099636; GO:0005622; GO:0005623; GO:0005634; GO:0005737; GO:0005829; GO:0005884; GO:0005886; GO:0015629; GO:0051015",NA,15193764,2,"Eukaryota","ARATH29798"
"12771","AT4G30170","253667_at",0.460121,0.233,1.31,-6.385926,0.151,"AT4G30170","peroxidase 45","GO:0006979; GO:0005576; GO:0004601; GO:0020037","00360; 00940; 01100; 01110",15193765,5,"Embryophyta","ARATH29799"
"12772","AT4G30200","253610_at",0.867772,0.73,-0.36,-7.185085,-0.0151,"VEL1","vernalization5/VIN3-like protein","GO:0009409; GO:0010228; GO:0032922; GO:0048587; GO:1900111; GO:0005634; GO:0005677; GO:0009506; GO:0031519; GO:0005515; GO:0035064; GO:0042802",NA,15193771,8,"Magnoliopsida","ARATH29805"
"12773","AT4G30210","253664_at",0.022476,0.00303,-4.48,-1.942048,-0.374,"ATR2","NADPH--cytochrome P450 reductase 2","GO:0009698; GO:0005783; GO:0005829; GO:0005886; GO:0009507; GO:0003958; GO:0010181; GO:0016491; GO:0016709; GO:0050660",NA,15193774,2,"Eukaryota","ARATH29808"
"12774","AT4G30220","253668_at",0.0122,0.00121,5.3,-0.943126,0.532,"AT2G14285///RUXF","Small nuclear ribonucleoprotein family protein///small nuclear ribonucleoprotein F","GO:0000387; GO:0005634; GO:0005730; GO:0005732; GO:0005829; GO:0005886","03040",15193776,2,"Eukaryota","ARATH29810"
"12775","AT4G30230","253665_at",0.755294,0.556,-0.62,-7.045356,-0.0226,"AT4G30230","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15193778,10,"Pentapetalae","ARATH29812"
"12776","AT4G30270","253666_at",0.000906,1.39e-05,-11,3.863169,-1.06,"XTH24","xyloglucan endotransglucosylase/hydrolase protein 24","GO:0007568; GO:0009739; GO:0009740; GO:0009741; GO:0009828; GO:0010411; GO:0042546; GO:0071669; GO:0005576; GO:0005618; GO:0005737; GO:0005794; GO:0005886; GO:0009505; GO:0099503; GO:0004553; GO:0016762",NA,15193784,10,"Pentapetalae","ARATH29818"
"12777","AT4G30280","253628_at",0.003653,0.000176,7.35,1.15697,0.35,"XTH18","probable xyloglucan endotransglucosylase/hydrolase protein 18","GO:0010411; GO:0042546; GO:0071456; GO:0005576; GO:0005794; GO:0016762",NA,15193785,5,"Embryophyta","ARATH29819"
"12778","AT4G30290","253608_at",0.001422,3.31e-05,9.58,2.949541,0.574,"XTH19","xyloglucan endotransglucosylase/hydrolase 19","GO:0010411; GO:0042546; GO:0051301; GO:0071365; GO:0005576; GO:0016762",NA,15193786,5,"Embryophyta","ARATH29820"
"12779","AT4G30300","253611_at",0.70694,0.489,-0.731,-6.965081,-0.0382,"NAP15","ABC transporter E family member 3","GO:0000054; GO:0006413; GO:0006415; GO:0005739; GO:0005506; GO:0005524; GO:0016887; GO:0022857; GO:0043024",NA,15193787,1,"LUCA","ARATH29821"
"12780","AT4G30310","253612_at",0.077627,0.0179,-3.1,-3.848882,-0.376,"AT4G30310","FGGY family of carbohydrate kinase","GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0009507",NA,15193789,2,"Eukaryota","ARATH29823"
"12781","AT4G30320","253613_at",0.982836,0.962,-0.05,-7.257005,-0.00232,"AT4G30320","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein","GO:0008150; GO:0005576; GO:0005615; GO:0003674",NA,15193792,10,"Pentapetalae","ARATH29826"
"12782","AT4G30330","253607_at",0.033583,0.00541,4.01,-2.568037,0.416,"AT4G30330","small nuclear ribonucleoprotein E","GO:0000387; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0046540; GO:0071011","03040",15193793,2,"Eukaryota","ARATH29827"
"12783","AT4G30340","253578_at",0.124349,0.0349,-2.63,-4.544581,-0.1,"DGK7","diacylglycerol kinase 7","GO:0048364; GO:0048366; GO:0005634; GO:0005886; GO:0004143",NA,15193794,2,"Eukaryota","ARATH29828"
"12784","AT4G30360","253615_at",0.960434,0.909,0.119,-7.250345,0.00552,"CNGC17","cyclic nucleotide-gated channel 17","GO:0005249","04626",15193797,4,"Streptophyta","ARATH29831"
"12785","AT4G30380","253616_at",0.919557,0.822,-0.234,-7.22722,-0.00945,"AT4G30380","plant natriuretic peptide","GO:0071456; GO:0005576; GO:0005618; GO:0003674",NA,15193799,10,"Pentapetalae","ARATH29833"
"12786","AT4G30390","253637_at",0.451746,0.225,-1.33,-6.357099,-0.104,"AT4G30390","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15193801,4,"Streptophyta","ARATH29835"
"12787","AT4G30400","253580_at",0.012925,0.00132,-5.22,-1.040555,-0.178,"AT4G30400","RING-H2 finger protein ATL13","GO:0016567; GO:0080167; GO:0005634; GO:0005886; GO:0031625",NA,15193802,8,"Magnoliopsida","ARATH29836"
"12788","AT4G30410","253617_at",0.000479,2.75e-06,14,5.518636,1.03,"AT4G30410","protein IBH1-LIKE 1","GO:0009742; GO:0040008; GO:0009507; GO:0003700; GO:0005515; GO:0046983",NA,15193803,8,"Magnoliopsida","ARATH29837"
"12789","AT4G30420","253618_at",0.41613,0.198,1.42,-6.24588,0.0679,"AT4G30420","nodulin MtN21-like transporter family protein","GO:0005739; GO:0005886; GO:0009507; GO:0022857",NA,15193805,9,"Mesangiospermae","ARATH29839"
"12790","AT4G30430","253632_at",0.25782,0.0973,-1.92,-5.577773,-0.0993,"TET9","tetraspanin9","GO:0005576; GO:0005886; GO:0009506; GO:0003674",NA,15193806,4,"Streptophyta","ARATH29840"
"12791","AT4G30440","253631_at",0.146526,0.0441,-2.46,-4.78673,-0.333,"GAE1","UDP-D-glucuronate 4-epimerase 1","GO:0033481; GO:0050829; GO:0050832; GO:0071456; GO:0000138; GO:0005768; GO:0005794; GO:0005802; GO:0050378","00500; 00520; 01100",15193807,2,"Eukaryota","ARATH29841"
"12792","AT4G30450","253629_at",0.007518,0.000594,-6,-0.166705,-0.4,"AT4G30450","glycine-rich protein","GO:0008150; GO:0003674",NA,15193808,10,"Pentapetalae","ARATH29842"
"12793","AT4G30460","253619_at",0.007408,0.000576,-6.03,-0.133377,-0.555,"AT4G30460","glycine-rich protein","GO:0008150; GO:0003674",NA,15193809,10,"Pentapetalae","ARATH29843"
"12794","AT4G30470","253638_at",0.226359,0.0804,2.05,-5.391089,0.167,"AT4G30470","cinnamoyl-CoA reductase like protein","GO:0055114; GO:0005634; GO:0016491; GO:0016616",NA,15193810,7,"Spermatophyta","ARATH29844"
"12795","AT4G30480","253633_at",0.26211,0.0997,1.9,-5.601469,0.134,"AT4G30480","tetratricopeptide repeat domain-containing protein","GO:0005634; GO:0005737; GO:0051879",NA,15193813,2,"Eukaryota","ARATH29847"
"12796","AT4G30490","253630_at",0.002269,8.02e-05,-8.34,2.0037,-0.389,"AT4G30490","AFG1-like ATPase family protein","GO:0008150; GO:0005737; GO:0005739; GO:0009507; GO:0005515; GO:0005516; GO:0005524; GO:0016887",NA,15193814,2,"Eukaryota","ARATH29848"
"12797","AT4G30500","253636_at",0.194332,0.0647,2.2,-5.175339,0.0957,"AT4G30500","hypothetical protein","GO:0006624; GO:0043231; GO:0003674",NA,15193815,2,"Eukaryota","ARATH29849"
"12798","AT4G30520","253620_at",0.255271,0.0957,-1.93,-5.562539,-0.11,"AT4G30520","senescence-associated receptor-like kinase","GO:0006468; GO:0007639; GO:0010150; GO:0048653; GO:0005576; GO:0005886; GO:0004674; GO:0004675; GO:0004713; GO:0005515; GO:0015026; GO:0042802",NA,15193818,9,"Mesangiospermae","ARATH29852"
"12799","AT4G30530","253606_at",0.540067,0.303,-1.11,-6.607329,-0.0692,"AT4G30530","gamma-glutamyl peptidase 1","GO:0010120; GO:0019760; GO:0005737; GO:0005829; GO:0005886; GO:0099503; GO:0008233; GO:0034722",NA,15193819,2,"Eukaryota","ARATH29853"
"12800","AT4G30540","253621_at",0.967529,0.927,-0.0956,-7.253216,-0.00345,"AT4G30540","class I glutamine amidotransferase domain-containing protein","GO:0005737; GO:0005829",NA,15193820,2,"Eukaryota","ARATH29854"
"12801","AT4G30550","253639_at",0.00913,0.000788,-5.72,-0.475621,-0.339,"AT4G30550","gamma-glutamyl peptidase 3","GO:0019760; GO:0005737; GO:0005829; GO:0008233",NA,15193821,2,"Eukaryota","ARATH29855"
"12802","AT4G30560","253622_at",0.494461,0.262,1.22,-6.488297,0.0601,"CNGC9","cyclic nucleotide gated channel 9","GO:0005634; GO:0005249; GO:0005516","04626",15193822,4,"Streptophyta","ARATH29856"
"12803","AT4G30570","253623_at",0.980773,0.957,-0.0559,-7.256649,-0.00216,"AT4G30570","Glucose-1-phosphate adenylyltransferase family protein","GO:0005737",NA,15193824,1,"LUCA","ARATH29858"
"12804","AT4G30580","253624_at",0.247178,0.0911,1.97,-5.514208,0.117,"ATS2","1-acyl-sn-glycerol-3-phosphate acyltransferase 1","GO:0006654; GO:0006655; GO:0009793; GO:0016024; GO:0005783; GO:0005886; GO:0009507; GO:0009536; GO:0009941; GO:0031969; GO:0003841","00561; 00564; 01100",15193825,2,"Eukaryota","ARATH29859"
"12805","AT4G30590","253634_at",0.905389,0.797,-0.267,-7.21791,-0.0105,"ENODL12","early nodulin-like protein 12","GO:0005576; GO:0031225; GO:0046658; GO:0009055",NA,15193826,13,"Brassicaceae","ARATH29860"
"12806","AT4G30600","253625_at",0.023505,0.00322,-4.43,-2.007413,-0.338,"AT4G30600","signal recognition particle receptor subunit alpha","GO:0006605; GO:0006614; GO:0045047; GO:0005783; GO:0005785; GO:0005789; GO:0016020; GO:0003924; GO:0005047; GO:0005525","03060",15193827,2,"Eukaryota","ARATH29861"
"12807","AT4G30610","253579_at",0.003657,0.000176,7.35,1.154886,0.264,"BRS1","serine carboxypeptidase 24","GO:0006508; GO:0009742; GO:0051603; GO:0005576; GO:0005615; GO:0004185",NA,15193828,2,"Eukaryota","ARATH29862"
"12808","AT4G30620","253635_at",0.040507,0.00711,3.79,-2.862954,0.247,"AT4G30620","hypothetical protein","GO:0008150; GO:0005886; GO:0009507; GO:0009570; GO:0009941; GO:0003677; GO:0005515",NA,15193829,5,"Embryophyta","ARATH29863"
"12809","AT4G30630","253640_at",0.097682,0.0249,-2.86,-4.195525,-0.168,"AT4G30630","hypothetical protein","GO:0008150; GO:0005575; GO:0003674",NA,15193831,9,"Mesangiospermae","ARATH29865"
"12810","AT4G30640","253626_at",0.446781,0.221,1.35,-6.341101,0.049,"AT4G30640","RNI-like superfamily protein","GO:0006511; GO:0031146; GO:0005737; GO:0019005",NA,15193832,5,"Embryophyta","ARATH29866"
"12811","AT4G30650","253627_at",0.743949,0.54,0.644,-7.028653,0.0861,"AT4G30650","putative low temperature and salt responsive protein","GO:0050832",NA,15193833,10,"Pentapetalae","ARATH29867"
"12812","AT4G30660","253581_at",0.480774,0.25,1.26,-6.449221,0.147,"AT4G30660","putative low temperature and salt responsive protein",NA,NA,15193834,10,"Pentapetalae","ARATH29868"
"12813","AT4G30690","253597_at",0.005398,0.000343,-6.59,0.431522,-0.263,"AT4G30690","translation initiation factor IF-3","GO:0032790; GO:0005618; GO:0005737; GO:0005886; GO:0009507; GO:0003743; GO:0043022",NA,15193838,8,"Magnoliopsida","ARATH29872"
"12814","AT4G30700","253584_at",0.765181,0.569,0.598,-7.059944,0.0298,"AT4G30700","pentatricopeptide repeat-containing protein","GO:0000963; GO:0009451; GO:0016554; GO:0080156; GO:0005739; GO:0009507; GO:0043231; GO:0008270",NA,15193840,2,"Eukaryota","ARATH29874"
"12815","AT4G30720","253585_at",0.61456,0.382,-0.935,-6.789032,-0.0366,"AT4G30720","putative oxidoreductase/electron carrier","GO:0015979; GO:0005886; GO:0009507",NA,15193844,1,"LUCA","ARATH29878"
"12816","AT4G30770","253587_at",0.700276,0.48,-0.746,-6.953214,-0.0277,"AT4G30770","putative membrane lipoprotein","GO:0008150; GO:0003674",NA,15193850,11,"rosids","ARATH29884"
"12817","AT4G30790","253588_at",0.041343,0.0073,-3.77,-2.891339,-0.229,"AT4G30790","hypothetical protein","GO:0000045; GO:0000422; GO:0001934; GO:0006914; GO:0010150; GO:0030242; GO:0034727; GO:0061709; GO:0005634; GO:0005776; GO:0009506; GO:0019898; GO:0034045; GO:1990316; GO:0005515; GO:0019901; GO:0042803; GO:0060090",NA,15193852,4,"Streptophyta","ARATH29886"
"12818","AT4G30800","253598_at",0.001414,3.25e-05,9.61,2.969195,0.785,"AT4G30800","40S ribosomal protein S11-2","GO:0006412; GO:0005737; GO:0005886; GO:0022627; GO:0003735","03010",15193853,2,"Eukaryota","ARATH29887"
"12819","AT4G30810","253600_at",0.524915,0.289,1.15,-6.569079,0.0689,"scpl29","serine carboxypeptidase-like 29","GO:0051603; GO:0005576; GO:0005773; GO:0004185",NA,15193854,2,"Eukaryota","ARATH29888"
"12820","AT4G30820","253594_at",0.553879,0.316,-1.08,-6.642623,-0.0847,"AT4G30820","cyclin-dependent kinase-activating kinase assembly factor-related protein","GO:0006289; GO:0045737; GO:0005634; GO:0005675; GO:0009507; GO:0005515; GO:0061575","03420",15193855,3,"Viridiplantae","ARATH29889"
"12821","AT4G30825","253589_at",0.739219,0.534,0.655,-7.021107,0.0283,"AT4G30825","pentatricopeptide repeat-containing protein","GO:0000079; GO:0006281; GO:0006357; GO:0005675; GO:0005739; GO:0009570; GO:0003677",NA,15193860,5,"Embryophyta","ARATH29894"
"12822","AT4G30840","253592_at",0.002396,8.97e-05,8.19,1.883098,0.338,"AT4G30840","transducin/WD40 domain-containing protein","GO:0005634; GO:0005635; GO:0031080; GO:0005515",NA,15193862,4,"Streptophyta","ARATH29896"
"12823","AT4G30860","253599_at",0.926193,0.834,0.218,-7.231399,0.0139,"SDG4","histone-lysine N-methyltransferase ASHR3","GO:0006355; GO:0000785; GO:0005634; GO:0046975",NA,15193865,5,"Embryophyta","ARATH29899"
"12824","AT4G30890","253552_at",0.231059,0.0828,2.03,-5.420096,0.183,"UBP24","ubiquitin carboxyl-terminal hydrolase 24","GO:0006511; GO:0016579; GO:0005634; GO:0004197; GO:0004843",NA,15193868,2,"Eukaryota","ARATH29902"
"12825","AT4G30900","253601_at",0.736801,0.531,0.66,-7.017603,0.0374,"AT4G30900","endonuclease/exonuclease/phosphatase domain-containing protein","GO:0008150; GO:0005634; GO:0005886; GO:0000175",NA,15193869,2,"Eukaryota","ARATH29903"
"12826","AT4G30940","253554_at",0.968058,0.928,-0.0932,-7.253474,-0.00595,"AT4G30940","BTB/POZ domain with WD40/YVTN repeat-containing protein","GO:0016567; GO:0051260; GO:0005634",NA,15193875,5,"Embryophyta","ARATH29909"
"12827","AT4G30950","253547_at",0.88176,0.753,0.327,-7.197812,0.038,"FAD6","omega-6 fatty acid desaturase","GO:0006633; GO:0006636; GO:0010205; GO:0005886; GO:0009507; GO:0009941; GO:0045485","01040",15193876,2,"Eukaryota","ARATH29910"
"12828","AT4G30990","253605_at",0.062282,0.0132,3.32,-3.52302,0.235,"AT4G30990","down-regulated in metastasis (DRIM) domain-containing protein","GO:0008150; GO:0005634; GO:0005794",NA,15193881,2,"Eukaryota","ARATH29915"
"12829","AT4G30996","253551_at",0.500389,0.267,1.21,-6.50362,0.0619,"AT4G30996","hypothetical protein","GO:0042538; GO:0043182; GO:0000138; GO:0005768; GO:0005783; GO:0005794; GO:0005802; GO:0003674",NA,15193887,5,"Embryophyta","ARATH29921"
"12830","AT4G31000","253571_at",0.044043,0.00797,3.7,-2.985898,0.305,"AT4G31000","Calmodulin-binding protein","GO:0005634",NA,15193888,10,"Pentapetalae","ARATH29922"
