"transcript" "Ej_gall_rep1_TranscriptAbundance" "Ej_gall_rep2_TranscriptAbundance" "Ej_gall_rep3_TranscriptAbundance" "Ej_leaf_rep1_TranscriptAbundance" "Ej_leaf_rep2_TranscriptAbundance" "Ej_leaf_rep3_TranscriptAbundance" "hog" "id" "phylostrata" "gene" "mean"
"441" "TRINITY_DN2486_c0_g1_i8" 0 1.004 0 1.682 1.445 0.59 "HOG:A0220821" 220821 "Magnoliopsida" "TRINITY_DN2486_c0_g1" 0.786833333333333
"442" "TRINITY_DN24974_c0_g1_i1" 0.425 0.665 0.6 0.317 0.455 0.226 "HOG:A0164837" 164837 "Solanaceae" "TRINITY_DN24974_c0_g1" 0.448
"443" "TRINITY_DN24974_c0_g1_i2" 0.646 3.1 0.794 0 2.502 0.217 "HOG:A0173773" 173773 "50" "TRINITY_DN24974_c0_g1" 1.20983333333333
"444" "TRINITY_DN25211_c0_g1_i1" 0.228 0 0.372 0 0.121 0 "HOG:A0362768" 362768 "Pezizomycotina" "TRINITY_DN25211_c0_g1" 0.120166666666667
"445" "TRINITY_DN25211_c0_g1_i10" 0 0.023 0 0.061 0 0.534 "HOG:A0566719" 566719 "Eukaryota" "TRINITY_DN25211_c0_g1" 0.103
"446" "TRINITY_DN25285_c0_g1_i1" 0.507 0 0 0.356 0.406 0.313 "HOG:A0234222" 234222 "Embryophyta" "TRINITY_DN25285_c0_g1" 0.263666666666667
"447" "TRINITY_DN25285_c0_g1_i3" 0.632 0.584 0.672 0.67 0.366 0.519 "HOG:A0206569" 206569 "Pentapetalae" "TRINITY_DN25285_c0_g1" 0.573833333333333
"448" "TRINITY_DN2534_c0_g1_i1" 32.59 33.436 25.911 49.419 43.715 37.021 "HOG:A0213063" 213063 "Mesangiospermae" "TRINITY_DN2534_c0_g1" 37.0153333333333
"449" "TRINITY_DN2534_c0_g1_i5" 15.809 23.469 17.874 34.703 40.611 28.517 "HOG:A0167530" 167530 "asterids" "TRINITY_DN2534_c0_g1" 26.8305
"450" "TRINITY_DN2546_c0_g1_i10" 11.425 11.901 9.986 12.715 16.668 10.849 "HOG:A0779738" 779738 "LUCA" "TRINITY_DN2546_c0_g1" 12.2573333333333
"451" "TRINITY_DN2559_c0_g1_i11" 5.932 4.826 1.652 8.102 3.052 2.369 "HOG:A0572420" 572420 "Eukaryota" "TRINITY_DN2559_c0_g1" 4.32216666666667
"452" "TRINITY_DN25601_c0_g1_i1" 0.649 0 0 0.324 0 0 "HOG:A0215163" 215163 "Mesangiospermae" "TRINITY_DN25601_c0_g1" 0.162166666666667
"453" "TRINITY_DN25601_c0_g1_i10" 2.039 0.332 2.284 1.881 0.625 2.155 "HOG:A0198159" 198159 "rosids" "TRINITY_DN25601_c0_g1" 1.55266666666667
"454" "TRINITY_DN25731_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0211935" 211935 "Mesangiospermae" "TRINITY_DN25731_c0_g1" 0
"455" "TRINITY_DN25731_c0_g1_i3" 0 0.422 0.608 0.104 0.622 0.621 "HOG:A0563739" 563739 "Eukaryota" "TRINITY_DN25731_c0_g1" 0.396166666666667
"456" "TRINITY_DN2586_c0_g1_i1" 4.109 7.229 4.41 3.254 0.468 0.762 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN2586_c0_g1" 3.372
"457" "TRINITY_DN2599_c1_g1_i11" 2.657 2.587 1.05 4.06 1.983 1.894 "HOG:A0202922" 202922 "Pentapetalae" "TRINITY_DN2599_c1_g1" 2.37183333333333
"458" "TRINITY_DN2599_c1_g1_i2" 12.506 5.271 0 22.03 5.156 2.284 "HOG:A0224062" 224062 "Spermatophyta" "TRINITY_DN2599_c1_g1" 7.8745
"459" "TRINITY_DN26424_c0_g1_i1" 0 0.384 0 0 0.082 0.146 "HOG:A0167872" 167872 "asterids" "TRINITY_DN26424_c0_g1" 0.102
"460" "TRINITY_DN26424_c0_g1_i3" 0.289 0 0.528 0 0 0 "HOG:A0159418" 159418 "Liliopsida" "TRINITY_DN26424_c0_g1" 0.136166666666667
"461" "TRINITY_DN2645_c0_g1_i3" 3.029 2.78 2.532 2.356 4.101 3.441 "HOG:A0781960" 781960 "LUCA" "TRINITY_DN2645_c0_g1" 3.03983333333333
"462" "TRINITY_DN2662_c0_g1_i14" 0 2.021 0 0 2.789 0 "HOG:A0232304" 232304 "Tracheophyta" "TRINITY_DN2662_c0_g1" 0.801666666666667
"463" "TRINITY_DN2662_c0_g1_i18" 2.031 1.238 2.944 1.242 1.612 3.931 "HOG:A0556211" 556211 "Opisthokonta" "TRINITY_DN2662_c0_g1" 2.16633333333333
"464" "TRINITY_DN26852_c0_g1_i1" 8.338 12.082 8.17 2.052 1.468 4.677 "HOG:A0562271" 562271 "Eukaryota" "TRINITY_DN26852_c0_g1" 6.13116666666667
"465" "TRINITY_DN26852_c0_g1_i2" 0.059 0.703 0.061 0.149 0.431 0.416 "HOG:A0202556" 202556 "Pentapetalae" "TRINITY_DN26852_c0_g1" 0.303166666666667
"466" "TRINITY_DN26878_c0_g1_i1" 0.202 0.398 0.4 0.518 0.142 0.146 "HOG:A0167544" 167544 "asterids" "TRINITY_DN26878_c0_g1" 0.301
"467" "TRINITY_DN26878_c0_g1_i2" 0.576 0.488 0.304 0.427 0.269 0.475 "HOG:A0212136" 212136 "Mesangiospermae" "TRINITY_DN26878_c0_g1" 0.423166666666667
"468" "TRINITY_DN26994_c0_g1_i1" 0 0.198 0 0 0.177 0 "HOG:A0562422" 562422 "Eukaryota" "TRINITY_DN26994_c0_g1" 0.0625
"469" "TRINITY_DN26994_c0_g1_i1" 0 0.198 0 0 0.177 0 "HOG:A0206779" 206779 "Pentapetalae" "TRINITY_DN26994_c0_g1" 0.0625
"470" "TRINITY_DN2724_c0_g1_i13" 0 0 0 0 0.189 0 "HOG:A0167549" 167549 "asterids" "TRINITY_DN2724_c0_g1" 0.0315
"471" "TRINITY_DN2727_c1_g1_i1" 2.885 3.831 1.357 0.098 0.477 0.039 "HOG:A0202670" 202670 "Pentapetalae" "TRINITY_DN2727_c1_g1" 1.44783333333333
"472" "TRINITY_DN2727_c1_g1_i4" 0 0 0 0 0 0 "HOG:A0174154" 174154 "fabids" "TRINITY_DN2727_c1_g1" 0
"473" "TRINITY_DN2733_c0_g1_i1" 4.491 5.121 3.535 7.563 14.035 8.026 "HOG:A0206136" 206136 "Pentapetalae" "TRINITY_DN2733_c0_g1" 7.1285
"474" "TRINITY_DN2733_c0_g1_i1" 4.491 5.121 3.535 7.563 14.035 8.026 "HOG:A0238741" 238741 "Viridiplantae" "TRINITY_DN2733_c0_g1" 7.1285
"475" "TRINITY_DN27359_c0_g1_i1" 0.252 0.24 0.128 0.361 0.344 0.165 "HOG:A0211663" 211663 "Mesangiospermae" "TRINITY_DN27359_c0_g1" 0.248333333333333
"476" "TRINITY_DN27359_c0_g1_i6" 0.516 0.309 0.331 0.473 0.466 0.339 "HOG:A0562806" 562806 "Eukaryota" "TRINITY_DN27359_c0_g1" 0.405666666666667
"477" "TRINITY_DN27375_c0_g1_i2" 0.218 0.328 0.42 0.445 0.379 0.734 "HOG:A0234981" 234981 "Embryophyta" "TRINITY_DN27375_c0_g1" 0.420666666666667
"478" "TRINITY_DN27375_c0_g1_i2" 0.218 0.328 0.42 0.445 0.379 0.734 "HOG:A0555060" 555060 "Opisthokonta" "TRINITY_DN27375_c0_g1" 0.420666666666667
"479" "TRINITY_DN27389_c0_g1_i1" 0.068 0.411 0 1.084 0.626 0.337 "HOG:A0197970" 197970 "rosids" "TRINITY_DN27389_c0_g1" 0.421
"480" "TRINITY_DN27389_c0_g1_i2" 0.73 0 0.034 1.419 0.059 0 "HOG:A0206489" 206489 "Pentapetalae" "TRINITY_DN27389_c0_g1" 0.373666666666667
"481" "TRINITY_DN2773_c0_g1_i5" 6.729 3.551 8.709 11.613 8.246 18.867 "HOG:A0202877" 202877 "Pentapetalae" "TRINITY_DN2773_c0_g1" 9.61916666666667
"482" "TRINITY_DN2779_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0238748" 238748 "Viridiplantae" "TRINITY_DN2779_c0_g1" 0
"483" "TRINITY_DN2779_c0_g1_i4" 3.3 1.097 4.83 1.455 3.303 3.373 "HOG:A0535492" 535492 "Bilateria" "TRINITY_DN2779_c0_g1" 2.893
"484" "TRINITY_DN279_c1_g1_i1" 1.094 0 0 0 3.467 0 "HOG:A0206593" 206593 "Pentapetalae" "TRINITY_DN279_c1_g1" 0.760166666666667
"485" "TRINITY_DN279_c1_g1_i4" 4.99 7.107 8.939 6.248 15.034 11.858 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN279_c1_g1" 9.02933333333333
"486" "TRINITY_DN28082_c0_g1_i1" 0.623 0.936 0.391 1.864 0 0.979 "HOG:A0168787" 168787 "asterids" "TRINITY_DN28082_c0_g1" 0.798833333333333
"487" "TRINITY_DN28082_c0_g1_i2" 0.42 0 0 1.023 0.15 0 "HOG:A0174255" 174255 "fabids" "TRINITY_DN28082_c0_g1" 0.2655
"488" "TRINITY_DN28126_c0_g1_i1" 0 0.705 0.802 1.098 0 0.689 "HOG:A0785606" 785606 "LUCA" "TRINITY_DN28126_c0_g1" 0.549
"489" "TRINITY_DN28126_c0_g1_i2" 0 0.126 0.356 0 0.101 0 "HOG:A0566822" 566822 "Eukaryota" "TRINITY_DN28126_c0_g1" 0.0971666666666667
"490" "TRINITY_DN2814_c0_g1_i1" 0 1.847 1.335 0 1.244 1.443 "HOG:A0203296" 203296 "Pentapetalae" "TRINITY_DN2814_c0_g1" 0.978166666666667
"491" "TRINITY_DN2814_c0_g1_i1" 0 1.847 1.335 0 1.244 1.443 "HOG:A0223881" 223881 "Spermatophyta" "TRINITY_DN2814_c0_g1" 0.978166666666667
"492" "TRINITY_DN2815_c0_g1_i10" 0 0 3.143 0.04 0 0 "HOG:A0197017" 197017 "malvids" "TRINITY_DN2815_c0_g1" 0.5305
"493" "TRINITY_DN2815_c0_g1_i25" 4.559 0.804 6.995 5.469 0 8.03 "HOG:A0226365" 226365 "Spermatophyta" "TRINITY_DN2815_c0_g1" 4.3095
"494" "TRINITY_DN2852_c0_g1_i1" 5.733 5.615 7.348 5.945 5.284 7.63 "HOG:A0198139" 198139 "rosids" "TRINITY_DN2852_c0_g1" 6.25916666666667
"495" "TRINITY_DN28621_c0_g1_i1" 0.606 0 0.272 0.429 0 0.615 "HOG:A0202630" 202630 "Pentapetalae" "TRINITY_DN28621_c0_g1" 0.320333333333333
"496" "TRINITY_DN28621_c0_g1_i2" 2.283 1.139 0.804 1.085 0 0 "HOG:A0168108" 168108 "asterids" "TRINITY_DN28621_c0_g1" 0.885166666666667
"497" "TRINITY_DN28701_c0_g1_i1" 0.292 0.217 0.286 0.271 0.13 0.082 "HOG:A0212050" 212050 "Mesangiospermae" "TRINITY_DN28701_c0_g1" 0.213
"498" "TRINITY_DN28701_c0_g1_i2" 0.448 0 1.043 1.066 0 1.588 "HOG:A0167679" 167679 "asterids" "TRINITY_DN28701_c0_g1" 0.690833333333333
"499" "TRINITY_DN2872_c0_g1_i3" 0.581 0 2.507 1.113 0 3.057 "HOG:A0232766" 232766 "Tracheophyta" "TRINITY_DN2872_c0_g1" 1.20966666666667
"500" "TRINITY_DN2904_c0_g1_i4" 7.926 8.262 7.908 7.66 5.267 5.583 "HOG:A0562849" 562849 "Eukaryota" "TRINITY_DN2904_c0_g1" 7.101
"501" "TRINITY_DN29171_c0_g1_i1" 0 0 0.133 0 0 0.202 "HOG:A0211954" 211954 "Mesangiospermae" "TRINITY_DN29171_c0_g1" 0.0558333333333333
"502" "TRINITY_DN29171_c0_g1_i1" 0 0 0.133 0 0 0.202 "HOG:A0562279" 562279 "Eukaryota" "TRINITY_DN29171_c0_g1" 0.0558333333333333
"503" "TRINITY_DN29191_c0_g1_i1" 0.793 0 2.694 0.235 0 0 "HOG:A0240089" 240089 "Viridiplantae" "TRINITY_DN29191_c0_g1" 0.620333333333333
"504" "TRINITY_DN29191_c0_g1_i2" 2.287 1.537 0 0.522 0.575 0.568 "HOG:A0202535" 202535 "Pentapetalae" "TRINITY_DN29191_c0_g1" 0.914833333333333
"505" "TRINITY_DN2940_c0_g1_i3" 4.208 0.064 3.035 13.334 0.255 14.052 "HOG:A0237160" 237160 "Streptophyta" "TRINITY_DN2940_c0_g1" 5.82466666666667
"506" "TRINITY_DN29535_c0_g2_i1" 0.136 0.534 1.24 0 0 1.372 "HOG:A0160168" 160168 "Liliopsida" "TRINITY_DN29535_c0_g2" 0.547
"507" "TRINITY_DN29535_c0_g2_i2" 0.551 0 0.966 0.267 1.432 1.021 "HOG:A0208304" 208304 "Pentapetalae" "TRINITY_DN29535_c0_g2" 0.706166666666667
"508" "TRINITY_DN2984_c0_g1_i1" 3.384 2.318 6.078 5.69 22.24 10.157 "HOG:A0167594" 167594 "asterids" "TRINITY_DN2984_c0_g1" 8.31116666666667
"509" "TRINITY_DN2984_c0_g1_i2" 1.924 1.021 0.746 2.391 0.913 0.921 "HOG:A0174286" 174286 "fabids" "TRINITY_DN2984_c0_g1" 1.31933333333333
"510" "TRINITY_DN3003_c0_g1_i1" 1.375 1.522 1.667 1.044 0.792 1.538 "HOG:A0759185" 759185 "Bacteria" "TRINITY_DN3003_c0_g1" 1.323
"511" "TRINITY_DN308_c0_g1_i1" 0 1.44 0 0 0 0 "HOG:A0228976" 228976 "Spermatophyta" "TRINITY_DN308_c0_g1" 0.24
"512" "TRINITY_DN3107_c0_g1_i2" 10.654 12.891 9.405 5.789 6.19 9.95 "HOG:A0199768" 199768 "rosids" "TRINITY_DN3107_c0_g1" 9.1465
"513" "TRINITY_DN3114_c0_g1_i1" 3.592 3.611 4.098 1.559 2.405 3.411 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN3114_c0_g1" 3.11266666666667
"514" "TRINITY_DN3114_c0_g1_i4" 0.377 0.382 0.349 0.546 0.121 0.052 "HOG:A0225322" 225322 "Spermatophyta" "TRINITY_DN3114_c0_g1" 0.3045
"515" "TRINITY_DN3114_c1_g1_i1" 4.417 3.711 7.642 1.853 1.996 2.162 "HOG:A0168668" 168668 "asterids" "TRINITY_DN3114_c1_g1" 3.63016666666667
"516" "TRINITY_DN3114_c1_g1_i4" 4.515 0.899 7.745 0.315 0 0.288 "HOG:A0202936" 202936 "Pentapetalae" "TRINITY_DN3114_c1_g1" 2.29366666666667
"517" "TRINITY_DN3144_c0_g1_i12" 17.802 10.451 9.311 2.134 0 0.127 "HOG:A0757204" 757204 "Bacteria" "TRINITY_DN3144_c0_g1" 6.6375
"518" "TRINITY_DN3242_c0_g2_i1" 5.283 0.046 1.889 8.498 0.051 0 "HOG:A0220959" 220959 "Magnoliopsida" "TRINITY_DN3242_c0_g2" 2.62783333333333
"519" "TRINITY_DN3242_c0_g2_i2" 5.169 5.253 6.257 6.203 5.208 5.852 "HOG:A0167608" 167608 "asterids" "TRINITY_DN3242_c0_g2" 5.657
"520" "TRINITY_DN3293_c0_g1_i1" 0 1.878 0 0.626 3.44 0 "HOG:A0212929" 212929 "Mesangiospermae" "TRINITY_DN3293_c0_g1" 0.990666666666667
"521" "TRINITY_DN3293_c0_g1_i5" 0.539 0.447 1.387 1.55 0.827 0.976 "HOG:A0168226" 168226 "asterids" "TRINITY_DN3293_c0_g1" 0.954333333333333
"522" "TRINITY_DN3294_c0_g1_i1" 2.191 2.281 2.224 2.746 1.53 1.873 "HOG:A0565674" 565674 "Eukaryota" "TRINITY_DN3294_c0_g1" 2.14083333333333
"523" "TRINITY_DN332_c0_g1_i10" 0 0 16.553 0 0 24.157 "HOG:A0220995" 220995 "Magnoliopsida" "TRINITY_DN332_c0_g1" 6.785
"524" "TRINITY_DN3483_c2_g1_i2" 4.122 3.142 3.481 3.564 4.295 4.049 "HOG:A0223340" 223340 "Spermatophyta" "TRINITY_DN3483_c2_g1" 3.7755
"525" "TRINITY_DN3483_c2_g1_i5" 0 0 0 0.403 0 0 "HOG:A0202967" 202967 "Pentapetalae" "TRINITY_DN3483_c2_g1" 0.0671666666666667
"526" "TRINITY_DN3488_c0_g1_i10" 3.762 1.689 3.968 3.63 3.648 5.419 "HOG:A0219883" 219883 "Magnoliopsida" "TRINITY_DN3488_c0_g1" 3.686
"527" "TRINITY_DN3488_c0_g1_i10" 3.762 1.689 3.968 3.63 3.648 5.419 "HOG:A0206625" 206625 "Pentapetalae" "TRINITY_DN3488_c0_g1" 3.686
"528" "TRINITY_DN3568_c2_g1_i1" 9.139 10.495 8.507 7.878 5.215 4.406 "HOG:A0780432" 780432 "LUCA" "TRINITY_DN3568_c2_g1" 7.60666666666667
"529" "TRINITY_DN3568_c2_g1_i1" 9.139 10.495 8.507 7.878 5.215 4.406 "HOG:A0202881" 202881 "Pentapetalae" "TRINITY_DN3568_c2_g1" 7.60666666666667
"530" "TRINITY_DN3575_c0_g1_i2" 1.945 2.051 1.779 2.744 1.683 2.138 "HOG:A0566915" 566915 "Eukaryota" "TRINITY_DN3575_c0_g1" 2.05666666666667
"531" "TRINITY_DN361_c0_g1_i1" 1.946 0 0.973 0 2.939 0 "HOG:A0202789" 202789 "Pentapetalae" "TRINITY_DN361_c0_g1" 0.976333333333333
"532" "TRINITY_DN3620_c0_g1_i1" 24.218 26.012 29.808 42.564 75.599 23.866 "HOG:A0167877" 167877 "asterids" "TRINITY_DN3620_c0_g1" 37.0111666666667
"533" "TRINITY_DN3620_c0_g1_i6" 0 0 0 1.77 5.648 0 "HOG:A0174484" 174484 "fabids" "TRINITY_DN3620_c0_g1" 1.23633333333333
"534" "TRINITY_DN3642_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0232019" 232019 "Tracheophyta" "TRINITY_DN3642_c0_g1" 0
"535" "TRINITY_DN3728_c0_g1_i14" 9.855 5.083 28.63 11.694 10.31 40.578 "HOG:A0167678" 167678 "asterids" "TRINITY_DN3728_c0_g1" 17.6916666666667
"536" "TRINITY_DN3746_c0_g3_i1" 0 15.728 8.153 16.807 25.914 10.742 "HOG:A0237453" 237453 "Streptophyta" "TRINITY_DN3746_c0_g3" 12.8906666666667
"537" "TRINITY_DN3746_c0_g3_i2" 4.382 8.039 0 3.495 7.896 0 "HOG:A0224036" 224036 "Spermatophyta" "TRINITY_DN3746_c0_g3" 3.96866666666667
"538" "TRINITY_DN3826_c1_g1_i1" 0.132 4.509 4.795 0 5.205 4.958 "HOG:A0240462" 240462 "Viridiplantae" "TRINITY_DN3826_c1_g1" 3.2665
"539" "TRINITY_DN3875_c0_g1_i11" 0 0 0 0.317 0 0 "HOG:A0551435" 551435 "Metazoa" "TRINITY_DN3875_c0_g1" 0.0528333333333333
"540" "TRINITY_DN3875_c0_g1_i13" 6.726 5.529 0 5.024 4.39 4.169 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN3875_c0_g1" 4.30633333333333
"541" "TRINITY_DN3886_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0212997" 212997 "Mesangiospermae" "TRINITY_DN3886_c0_g1" 0
"542" "TRINITY_DN3886_c0_g1_i2" 1.562 0.828 2.353 3.481 1.217 1.436 "HOG:A0563271" 563271 "Eukaryota" "TRINITY_DN3886_c0_g1" 1.81283333333333
"543" "TRINITY_DN390_c0_g1_i14" 5.982 9.148 15.872 10.565 6.421 16.35 "HOG:A0562846" 562846 "Eukaryota" "TRINITY_DN390_c0_g1" 10.723
"544" "TRINITY_DN3926_c0_g1_i1" 0.396 0 0.203 0 0 0.073 "HOG:A0557350" 557350 "Opisthokonta" "TRINITY_DN3926_c0_g1" 0.112
"545" "TRINITY_DN3926_c0_g1_i12" 12.818 0 16.833 7.576 0 14.706 "HOG:A0224406" 224406 "Spermatophyta" "TRINITY_DN3926_c0_g1" 8.6555
"546" "TRINITY_DN3985_c0_g1_i1" 0.875 0 0.294 0 0.886 0.286 "HOG:A0206734" 206734 "Pentapetalae" "TRINITY_DN3985_c0_g1" 0.390166666666667
"547" "TRINITY_DN4006_c0_g1_i17" 1.26 1.424 0.908 1.606 0.898 0.513 "HOG:A0563826" 563826 "Eukaryota" "TRINITY_DN4006_c0_g1" 1.1015
"548" "TRINITY_DN4015_c0_g1_i1" 4.7 4.779 3.675 5.5 5.528 5.107 "HOG:A0167836" 167836 "asterids" "TRINITY_DN4015_c0_g1" 4.8815
"549" "TRINITY_DN4015_c0_g1_i1" 4.7 4.779 3.675 5.5 5.528 5.107 "HOG:A0229036" 229036 "Spermatophyta" "TRINITY_DN4015_c0_g1" 4.8815
"550" "TRINITY_DN4062_c0_g1_i1" 6.764 9.634 8.051 5.08 8.776 6.627 "HOG:A0198028" 198028 "rosids" "TRINITY_DN4062_c0_g1" 7.48866666666667
"551" "TRINITY_DN4062_c0_g1_i4" 0.096 0.568 0.762 0.299 0 0.785 "HOG:A0167589" 167589 "asterids" "TRINITY_DN4062_c0_g1" 0.418333333333333
"552" "TRINITY_DN4128_c0_g1_i1" 0 0.811 0.492 0.822 4.933 25.134 "HOG:A0213329" 213329 "Mesangiospermae" "TRINITY_DN4128_c0_g1" 5.36533333333333
"553" "TRINITY_DN4128_c0_g1_i12" 2.423 0.364 7.88 0.312 1.681 6.909 "HOG:A0168728" 168728 "asterids" "TRINITY_DN4128_c0_g1" 3.2615
"554" "TRINITY_DN4148_c0_g1_i10" 3.741 2.085 3.178 2.069 4.136 1.899 "HOG:A0370645" 370645 "Fungi" "TRINITY_DN4148_c0_g1" 2.85133333333333
"555" "TRINITY_DN4235_c0_g1_i1" 0 2.381 1.417 0 1.784 1.268 "HOG:A0237104" 237104 "Streptophyta" "TRINITY_DN4235_c0_g1" 1.14166666666667
"556" "TRINITY_DN4235_c0_g1_i10" 1.447 1.909 1.173 1.419 0.894 1.104 "HOG:A0207649" 207649 "Pentapetalae" "TRINITY_DN4235_c0_g1" 1.32433333333333
"557" "TRINITY_DN4266_c0_g1_i7" 7.565 1.957 16.306 6.688 1.245 12.914 "HOG:A0203265" 203265 "Pentapetalae" "TRINITY_DN4266_c0_g1" 7.77916666666667
"558" "TRINITY_DN4301_c0_g1_i12" 0 1.585 3.121 0 3.046 5.176 "HOG:A0213269" 213269 "Mesangiospermae" "TRINITY_DN4301_c0_g1" 2.15466666666667
"559" "TRINITY_DN4301_c0_g1_i18" 0 1.819 1.179 0 1.268 2.08 "HOG:A0209366" 209366 "Pentapetalae" "TRINITY_DN4301_c0_g1" 1.05766666666667
"560" "TRINITY_DN4301_c0_g1_i19" 0.201 1.413 3.565 0.304 4.52 7.427 "HOG:A0564177" 564177 "Eukaryota" "TRINITY_DN4301_c0_g1" 2.905
"561" "TRINITY_DN436_c0_g1_i11" 0 0.718 3.137 0.177 2.207 4.737 "HOG:A0757394" 757394 "Bacteria" "TRINITY_DN436_c0_g1" 1.82933333333333
"562" "TRINITY_DN4449_c0_g1_i1" 0 1.059 0.838 8.103 9.371 1.701 "HOG:A0238098" 238098 "Streptophyta" "TRINITY_DN4449_c0_g1" 3.512
"563" "TRINITY_DN4449_c0_g1_i2" 0 0 0 0 0 0 "HOG:A0202788" 202788 "Pentapetalae" "TRINITY_DN4449_c0_g1" 0
"564" "TRINITY_DN4453_c0_g1_i26" 0.033 0.642 0.39 0.082 0.142 0.588 "HOG:A0218964" 218964 "Mesangiospermae" "TRINITY_DN4453_c0_g1" 0.312833333333333
"565" "TRINITY_DN4458_c0_g1_i10" 0 0 0 0 0 0 "HOG:A0168192" 168192 "asterids" "TRINITY_DN4458_c0_g1" 0
"566" "TRINITY_DN45_c0_g1_i1" 1.669 1.998 1.858 1.149 3.112 1.317 "HOG:A0204282" 204282 "Pentapetalae" "TRINITY_DN45_c0_g1" 1.8505
"567" "TRINITY_DN45_c0_g1_i10" 6.206 6.504 6.915 6.049 6.206 6.49 "HOG:A0785763" 785763 "LUCA" "TRINITY_DN45_c0_g1" 6.395
"568" "TRINITY_DN45_c0_g1_i10" 6.206 6.504 6.915 6.049 6.206 6.49 "HOG:A0179967" 179967 "Malvaceae" "TRINITY_DN45_c0_g1" 6.395
"569" "TRINITY_DN4546_c0_g1_i1" 0 0 0 3.293 5.563 4.303 "HOG:A0234830" 234830 "Embryophyta" "TRINITY_DN4546_c0_g1" 2.19316666666667
"570" "TRINITY_DN4546_c0_g1_i1" 0 0 0 3.293 5.563 4.303 "HOG:A0206476" 206476 "Pentapetalae" "TRINITY_DN4546_c0_g1" 2.19316666666667
"571" "TRINITY_DN4553_c0_g1_i1" 0.943 0.788 0 1.417 1.338 0.914 "HOG:A0562166" 562166 "Eukaryota" "TRINITY_DN4553_c0_g1" 0.9
"572" "TRINITY_DN4553_c0_g1_i5" 0 0.176 1.41 0 0.43 1.536 "HOG:A0221195" 221195 "Magnoliopsida" "TRINITY_DN4553_c0_g1" 0.592
"573" "TRINITY_DN456_c0_g1_i8" 8.832 18.207 16.648 10.117 10.3 12.288 "HOG:A0233883" 233883 "Embryophyta" "TRINITY_DN456_c0_g1" 12.732
"574" "TRINITY_DN466_c0_g1_i10" 0 0.939 2.925 0.867 0.505 1.361 "HOG:A0224117" 224117 "Spermatophyta" "TRINITY_DN466_c0_g1" 1.0995
"575" "TRINITY_DN466_c0_g1_i5" 0 0.552 0.62 3.705 0.341 0 "HOG:A0569201" 569201 "Eukaryota" "TRINITY_DN466_c0_g1" 0.869666666666667
"576" "TRINITY_DN4693_c0_g1_i1" 0.915 1.147 1.229 1.135 1.765 1.351 "HOG:A0219770" 219770 "Magnoliopsida" "TRINITY_DN4693_c0_g1" 1.257
"577" "TRINITY_DN4721_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0167802" 167802 "asterids" "TRINITY_DN4721_c0_g1" 0
"578" "TRINITY_DN4721_c0_g1_i2" 3.554 0.108 2.187 3.17 0.714 2.36 "HOG:A0198440" 198440 "rosids" "TRINITY_DN4721_c0_g1" 2.0155
"579" "TRINITY_DN4722_c0_g1_i1" 2.275 2.015 3.421 1.458 2.095 3.254 "HOG:A0168213" 168213 "asterids" "TRINITY_DN4722_c0_g1" 2.41966666666667
"580" "TRINITY_DN4722_c0_g1_i9" 2.53 3.826 4.583 1.997 3.659 7.806 "HOG:A0198214" 198214 "rosids" "TRINITY_DN4722_c0_g1" 4.06683333333333
"581" "TRINITY_DN4735_c0_g1_i1" 4.974 5.284 3.093 4.112 1.947 1.807 "HOG:A0554867" 554867 "Opisthokonta" "TRINITY_DN4735_c0_g1" 3.53616666666667
"582" "TRINITY_DN4777_c0_g1_i10" 2.551 2.937 0 1.409 1.043 0 "HOG:A0203399" 203399 "Pentapetalae" "TRINITY_DN4777_c0_g1" 1.32333333333333
"583" "TRINITY_DN4777_c0_g1_i6" 2.002 8.818 1.805 0.986 1.783 1.243 "HOG:A0198188" 198188 "rosids" "TRINITY_DN4777_c0_g1" 2.77283333333333
"584" "TRINITY_DN4886_c0_g1_i1" 5.298 4.751 4.513 5.864 7.55 7.329 "HOG:A0179676" 179676 "Malvaceae" "TRINITY_DN4886_c0_g1" 5.88416666666667
"585" "TRINITY_DN4886_c0_g1_i3" 2.888 3.424 2.276 6.629 7.075 4.892 "HOG:A0173735" 173735 "50" "TRINITY_DN4886_c0_g1" 4.53066666666667
"586" "TRINITY_DN4947_c0_g1_i4" 3.221 2.766 3.454 3.189 3.218 2.895 "HOG:A0556879" 556879 "Opisthokonta" "TRINITY_DN4947_c0_g1" 3.12383333333333
"587" "TRINITY_DN4947_c0_g1_i9" 3.307 2.413 2.722 3.09 2.137 2.625 "HOG:A0562380" 562380 "Eukaryota" "TRINITY_DN4947_c0_g1" 2.71566666666667
"588" "TRINITY_DN4987_c0_g1_i1" 0 0 0.031 0.066 0 0.122 "HOG:A0531677" 531677 "Bilateria" "TRINITY_DN4987_c0_g1" 0.0365
